id;type;quantity_account_current;detail_location;estate_quantity;department;city;locality;latitude;longitude;location_address;infrastructure_type;description;registry_number;cadastral_current_account;estate_status;start_date_contract;end_date_contract;committed_investment;transfer;balance_for_transfer;tenant;rent_amount;rent_amount_period;contract_resolution;contract_number;current_period_start;current_period_end;status_documentation;land_area_mt2;land_area_hectares;land_sub_area;built_area_m2;built_value_gs;property_value_gs;total_value_gs;possession_rent_without_title
181;RENTA con posesion. sin escritura;231;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-01;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;390;0;0;0;0;0;0;8.190.000
182;RENTA con posesion. sin escritura;232;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-02;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;360;0;0;0;0;0;0;7.560.000
183;RENTA con posesion. sin escritura;233;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-03;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;360;0;0;0;0;0;0;7.560.000
184;RENTA con posesion. sin escritura;234;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-04;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;360;0;0;0;0;0;0;7.560.000
185;RENTA con posesion. sin escritura;235;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-05;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;360;0;0;0;0;0;0;7.560.000
186;RENTA con posesion. sin escritura;236;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-06;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;360;0;0;0;0;0;0;7.560.000
187;RENTA con posesion. sin escritura;237;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-07;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;360;0;0;0;0;0;0;7.560.000
188;RENTA con posesion. sin escritura;238;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-08;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;360;0;0;0;0;0;0;7.560.000
189;RENTA con posesion. sin escritura;239;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-09;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;390;0;0;0;0;0;0;8.190.000
190;RENTA con posesion. sin escritura;240;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-10;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;390;0;0;0;0;0;0;8.190.000
191;RENTA con posesion. sin escritura;241;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-11;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;465;0;0;0;0;0;0;9.765.000
192;RENTA con posesion. sin escritura;242;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-12;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;450;0;0;0;0;0;0;9.450.000
193;RENTA con posesion. sin escritura;243;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-13;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;450;0;0;0;0;0;0;9.450.000
194;RENTA con posesion. sin escritura;244;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-14;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;450;0;0;0;0;0;0;9.450.000
195;RENTA con posesion. sin escritura;245;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-15;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;450;0;0;0;0;0;0;9.450.000
196;RENTA con posesion. sin escritura;246;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-16;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;450;0;0;0;0;0;0;9.450.000
197;RENTA con posesion. sin escritura;247;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-17;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;450;0;0;0;0;0;0;9.450.000
198;RENTA con posesion. sin escritura;248;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1267-18;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;450;0;0;0;0;0;0;9.450.000
199;RENTA con posesion. sin escritura;249;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-20;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;390;0;0;0;0;0;0;8.190.000
200;RENTA con posesion. sin escritura;250;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-21;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;390;0;0;0;0;0;0;8.190.000
201;RENTA con posesion. sin escritura;251;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-22;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;390;0;0;0;0;0;0;8.190.000
202;RENTA con posesion. sin escritura;252;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-01;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;390;0;0;0;0;0;0;8.190.000
203;RENTA con posesion. sin escritura;253;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-02;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;360;0;0;0;0;0;0;7.560.000
204;RENTA con posesion. sin escritura;254;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-03;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;360;0;0;0;0;0;0;7.560.000
205;RENTA con posesion. sin escritura;255;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-04;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;360;0;0;0;0;0;0;7.560.000
206;RENTA con posesion. sin escritura;256;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-05;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;360;0;0;0;0;0;0;7.560.000
207;RENTA con posesion. sin escritura;257;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-06;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;360;0;0;0;0;0;0;7.560.000
208;RENTA con posesion. sin escritura;258;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-07;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;360;0;0;0;0;0;0;7.560.000
209;RENTA con posesion. sin escritura;259;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-08;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;360;0;0;0;0;0;0;7.560.000
210;RENTA con posesion. sin escritura;260;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-09;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;390;0;0;0;0;0;0;8.190.000
211;RENTA con posesion. sin escritura;261;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-10;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;390;0;0;0;0;0;0;8.190.000
212;RENTA con posesion. sin escritura;262;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-11;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;390;0;0;0;0;0;0;8.190.000
213;RENTA con posesion. sin escritura;263;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-12;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;390;0;0;0;0;0;0;8.190.000
214;RENTA con posesion. sin escritura;264;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-13;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;360;0;0;0;0;0;0;7.560.000
215;RENTA con posesion. sin escritura;265;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-14;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;360;0;0;0;0;0;0;7.560.000
216;RENTA con posesion. sin escritura;266;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-15;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;360;0;0;0;0;0;0;7.560.000
217;RENTA con posesion. sin escritura;267;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-16;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;360;0;0;0;0;0;0;7.560.000
218;RENTA con posesion. sin escritura;268;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-17;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;360;0;0;0;0;0;0;7.560.000
219;RENTA con posesion. sin escritura;269;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-18;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0;0;C;360;0;0;0;0;0;0;7.560.000
220;RENTA con posesion. sin escritura;270;0;0;CENTRAL;LIMPIO;PENDIENTE;0;0;URBANIZACION  COSTA AZUL;BALDIO;BALDIO;8.397;27-1268-19;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;C;360;0;0;0;0;0;0;7.560.000
221;RENTA;271;0;151;CENTRAL;YPACARAI;PENDIENTE;0;0;RUTA II - KM 46;BALDIO;EX LOCAL RECREATIVO;3.543;PADRON 2292/2546/2694/2695/2646/2650/3353/2396/3795/3794;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0;0;A;200.062.61;20;0;857.33;292.042.503;2.141.645.030;2.433.687.533;0
222;RENTA;273;0;153;CENTRAL;YPANE;PENDIENTE;0;0;DEFENSORES DEL CHACO;BALDIO;BALDIO;1.815;27-864-01;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE;0;0;N/A;N/A;0/1/00;0;A;404.1;0;404.1;0;0;25.008.807;25.008.807;0
223;RENTA;274;0;0;CENTRAL;YPANE;PENDIENTE;0;0;DEFENSORES DEL CHACO;BALDIO;BALDIO;1.815;27-864-02;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE;0;0;N/A;N/A;0;0;A;396.06;0;396.06;0;0;21.735.180;21.735.180;0
224;RENTA;275;0;0;CENTRAL;YPANE;PENDIENTE;0;0;DEFENSORES DEL CHACO;BALDIO;BALDIO;1.815;27-864-03;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE;0;0;N/A;N/A;0/1/00;0;A;388.02;0;388.02;0;0;21.389.460;21.389.460;0
225;RENTA;276;0;0;CENTRAL;YPANE;PENDIENTE;0;0;DEFENSORES DEL CHACO;BALDIO;BALDIO;1.815;27-864-04;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0;0;A;380.04;0;380.04;0;0;21.046.320;21.046.320;0
226;RENTA;277;0;0;CENTRAL;YPANE;PENDIENTE;0;0;DEFENSORES DEL CHACO;BALDIO;BALDIO;1.815;27-864-10;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE;0;0;N/A;N/A;0/1/00;0;A;456;0;456;0;0;20.587.080;20.587.080;0
227;RENTA;278;0;0;CENTRAL;YPANE;PENDIENTE;0;0;DEFENSORES DEL CHACO;BALDIO;BALDIO;1.815;27-864-11;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE;0;0;N/A;N/A;0;0;A;456;0;456;0;0;22.969.452;22.969.452;0
228;RENTA;279;0;0;CENTRAL;YPANE;PENDIENTE;0;0;DEFENSORES DEL CHACO;BALDIO;BALDIO;1.815;27-864-12;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE;0;0;N/A;N/A;0/1/00;0;A;456;0;456;0;0;22.351.800;22.351.800;0
229;USO-MIXTO;288;0;162;CONCEPCION;CONCEPCION;PENDIENTE;0;0;FALSO;BALDIO;VIVIENDA;1.104;17-065-03;ALQUILADO;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;PEDRO JUAN  CABALLERO DIAZ; Gs 1.246.232 ;0;FALSO;FALSO;1/1/17; 31/12/18;TITULO ORIGINAL;503;0;0;246.48;0;0;0;0
230;RENTA;294;0;0;SAN PEDRO;VILLA DEL ROSARIO;PENDIENTE;0;0;FALSO;BALDIO;BALDIO;783;18-144-00         18-145-00;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;RCA 111-033/2008;RCA 111-033/2008;0/1/00;0;A;20.000.00;0;0;0;0;837.188.509;837.188.509;0
231;RENTA;295;0;166;SAN PEDRO;VILLA DEL ROSARIO;PENDIENTE;0;0;"Rca. de Colombia c/ Mcal. Estigarribia ""Puerto Mi""";BALDIO;VIVIENDA;268;18-007-06;USUFRUCTO DEL IPS;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DPTO. DE AGENCIAS DEL INTERIOR  - AOP; N/A ;0;FALSO;FALSO;0/1/00;0;A;1.661.00;0;0;300;211.730.816;68.912.677;280.643.493;0
232;RENTA;296;0;167;SAN PEDRO;VILLA DEL ROSARIO;PENDIENTE;0;0;"Rca. de Colombia c/ Mcal. Estigarribia ""Puerto Mi""";BALDIO;VIVIENDA;268;18-007-05;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;FALSO;0;0/1/00;0;A;920;0;0;100;70.576.939;38.169.575;108.746.513;0
233;RENTA;297;0;168;SAN PEDRO;VILLA DEL ROSARIO;PENDIENTE;0;0;"Rca. de Colombia c/ Mcal. Estigarribia ""Puerto Mi""";BALDIO;VIVIENDA;1.136;FALSO;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;EN PROCESO JUDICIAL;0;0/1/00;0;A;780;0;0;115;107.082.252;48.673.750;155.756.002;0
234;RENTA;298;0;169;SAN PEDRO;VILLA DEL ROSARIO;PENDIENTE;0;0;MANUEL DOMINGUEZ e/ Cohene;BALDIO;ESCUELA PUBLICA;92;FALSO;OCUPACION IRREGULAR;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;ESCUELA; N/A ;0;N/A;N/A;0/1/00;0;A;1.400.00;0;0;171.36;87.612.751;77.877.999;165.490.750;0
235;RENTA;302;0;173;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;RUTA GRAL  HIGINIO MORINIGO;BALDIO;EX  - HOTEL CASINO ;1.351;19-2004-22 ;USO INSTITUCIONAL;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;HOGAR DEL ADULTO MAYOR; N/A ;0;N/A;N/A;0/1/00;0;A;524.75;17;0;0;0;35.473.100;35.473.100;0
236;RENTA;303;0;174;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;RUTA GRAL  HIGINIO MORINIGO;BALDIO;EX - HOTEL CASINO ;1.759;19-0253-03;USO INSTITUCIONAL;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;HOGAR DEL ADULTO MAYOR; N/A ;0;N/A;N/A;0/1/00;0;A;173.809.96;0;0;14.350.00;10.104.500.000;11.749.553.296;21.854.053.296;0
237;RENTA;304;0;175;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;A 100 m Av Kennedy;BALDIO;BALDIO ;9.363;19-1308-05;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;950;0;0;0;0;95.000.001;95.000.001;0
238;RENTA;305;0;176;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;FRANC.ALTOSANO - CAMINO ALTOS ;BALDIO;BALDIO ;9.587;19-1306-06;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;A;684;0;0;0;0;68.400.000;68.400.000;0
239;RENTA;306;0;177;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0; A 100 m Av Kennedy;BALDIO;BALDIO;9.479;19-1308-04;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;950;0;0;0;0;95.000.000;95.000.000;0
240;RENTA;307;0;178;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;FRANC.ALTOSANO - CAMINO ALTOS;BALDIO;BALDIO;9.587;19-1306-07;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;0;0;0/1/00;0;A;684;0;0;0;0;68.400.000;68.400.000;0
241;RENTA;308;MA5/L1;179;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-01;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;800.57;0;0;0;0;72.051.300;72.051.300;0
242;RENTA;309;MA5/L2;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-02;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;791.82;0;0;0;0;71.263.800;71.263.800;0
243;RENTA;310;MA5/L19;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-03;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;792.04;0;0;0;0;71.283.600;71.283.600;0
244;RENTA;311;MA5/L18;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-04;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;781.87;0;0;0;0;70.368.300;70.368.300;0
245;RENTA;312;MA5/17;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-05;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;832.62;0;0;0;0;74.935.800;74.935.800;0
246;RENTA;313;MA5/L16;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-06;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;748.92;0;0;0;0;67.402.800;67.402.800;0
247;RENTA;314;MA5/L15;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-07;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;790.7;0;0;0;0;71.163.000;71.163.000;0
248;RENTA;315;MA5/L14;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-08;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;790.52;0;0;0;0;71.146.800;71.146.800;0
249;RENTA;316;MA5/L13;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-09;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;790.25;0;0;0;0;71.122.500;71.122.500;0
250;RENTA;317;MA5/L12;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-10;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;793.48;0;0;0;0;71.413.200;71.413.200;0
251;RENTA;318;MA5/L11;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-11;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;1.059.68;0;0;0;0;91.556.352;91.556.352;0
252;RENTA;319;MA5/L10;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-12;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;908.92;0;0;0;0;81.802.800;81.802.800;0
253;RENTA;320;MA5/L9;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-13;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;1.225.01;0;0;0;0;102.533.337;102.533.337;0
254;RENTA;321;MA5/L8;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1422-14;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;790.69;0;0;0;0;71.162.100;71.162.100;0
